hash,module,result
02790b30c0b4a2a5853ed80b6ec8e4ce,tools content count,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools content,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools caching count,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools caching,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools seo count,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools seo,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools analytics count,0
02790b30c0b4a2a5853ed80b6ec8e4ce,tools analytics,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check external links,82
02790b30c0b4a2a5853ed80b6ec8e4ce,check internal links,236
02790b30c0b4a2a5853ed80b6ec8e4ce,check title,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check description,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check viewport,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check title_h1_match,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check title_h1_identical,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_density,0.0
02790b30c0b4a2a5853ed80b6ec8e4ce,check word_count,137
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_count,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_url,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_description-og-name,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_description-og-property,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_href,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_link-text,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_source,13
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_meta-og,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_meta-description,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_meta-properties,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_meta-content,8
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_title-meta,0
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_title-og,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check kw_in_title,1
02790b30c0b4a2a5853ed80b6ec8e4ce,check canonical,1
02d2879aef1f99e4919cb857680f7c07,check url_length,15
02d2879aef1f99e4919cb857680f7c07,robots_txt,0
02d2879aef1f99e4919cb857680f7c07,source top,0
02d2879aef1f99e4919cb857680f7c07,source shop,0
02d2879aef1f99e4919cb857680f7c07,source search engine,0
02d2879aef1f99e4919cb857680f7c07,source not optimized,0
02d2879aef1f99e4919cb857680f7c07,source news,0
02d2879aef1f99e4919cb857680f7c07,source known,0
02d2879aef1f99e4919cb857680f7c07,source company,0
02d2879aef1f99e4919cb857680f7c07,source ads,0
02d2879aef1f99e4919cb857680f7c07,check h1,1
02d2879aef1f99e4919cb857680f7c07,check nofollow,1
02d2879aef1f99e4919cb857680f7c07,check wordpress,1
02d2879aef1f99e4919cb857680f7c07,check sitemap,0
02d2879aef1f99e4919cb857680f7c07,check og,0
02d2879aef1f99e4919cb857680f7c07,micros counter,0
02d2879aef1f99e4919cb857680f7c07,micros,0
02d2879aef1f99e4919cb857680f7c07,check https,1
02d2879aef1f99e4919cb857680f7c07,tools ads count,0
02d2879aef1f99e4919cb857680f7c07,tools ads,0
02d2879aef1f99e4919cb857680f7c07,tools social count,0
02d2879aef1f99e4919cb857680f7c07,tools social,0
02d2879aef1f99e4919cb857680f7c07,tools content count,0
02d2879aef1f99e4919cb857680f7c07,tools content,0
02d2879aef1f99e4919cb857680f7c07,tools caching count,0
02d2879aef1f99e4919cb857680f7c07,tools caching,0
02d2879aef1f99e4919cb857680f7c07,tools seo count,0
02d2879aef1f99e4919cb857680f7c07,tools seo,0
02d2879aef1f99e4919cb857680f7c07,tools analytics count,0
02d2879aef1f99e4919cb857680f7c07,tools analytics,0
02d2879aef1f99e4919cb857680f7c07,check external links,52
02d2879aef1f99e4919cb857680f7c07,check internal links,243
02d2879aef1f99e4919cb857680f7c07,check title,1
02d2879aef1f99e4919cb857680f7c07,check description,0
02d2879aef1f99e4919cb857680f7c07,check viewport,1
02d2879aef1f99e4919cb857680f7c07,check title_h1_match,12
02d2879aef1f99e4919cb857680f7c07,check title_h1_identical,0
02d2879aef1f99e4919cb857680f7c07,check kw_density,9.917
02d2879aef1f99e4919cb857680f7c07,check word_count,121
02d2879aef1f99e4919cb857680f7c07,check kw_count,12
02d2879aef1f99e4919cb857680f7c07,check kw_in_url,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_description-og-name,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_description-og-property,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_href,10
02d2879aef1f99e4919cb857680f7c07,check kw_in_link-text,4
02d2879aef1f99e4919cb857680f7c07,check kw_in_source,20
02d2879aef1f99e4919cb857680f7c07,check kw_in_meta-og,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_meta-description,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_meta-properties,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_meta-content,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_title-meta,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_title-og,0
02d2879aef1f99e4919cb857680f7c07,check kw_in_title,0
02d2879aef1f99e4919cb857680f7c07,check canonical,1
03083af74bd15adfcf13db93f9578e2a,check title_h1_identical,0
03083af74bd15adfcf13db93f9578e2a,check url_length,59
03083af74bd15adfcf13db93f9578e2a,robots_txt,1
03083af74bd15adfcf13db93f9578e2a,source top,1
03083af74bd15adfcf13db93f9578e2a,source shop,0
03083af74bd15adfcf13db93f9578e2a,source search engine,0
03083af74bd15adfcf13db93f9578e2a,source not optimized,0
03083af74bd15adfcf13db93f9578e2a,source news,1
03083af74bd15adfcf13db93f9578e2a,source known,0
03083af74bd15adfcf13db93f9578e2a,source company,0
03083af74bd15adfcf13db93f9578e2a,source ads,0
03083af74bd15adfcf13db93f9578e2a,check h1,1
03083af74bd15adfcf13db93f9578e2a,check nofollow,9
03083af74bd15adfcf13db93f9578e2a,check wordpress,0
03083af74bd15adfcf13db93f9578e2a,check sitemap,0
03083af74bd15adfcf13db93f9578e2a,check og,1
03083af74bd15adfcf13db93f9578e2a,micros counter,0
03083af74bd15adfcf13db93f9578e2a,micros,0
03083af74bd15adfcf13db93f9578e2a,check https,1
03083af74bd15adfcf13db93f9578e2a,tools ads count,0
03083af74bd15adfcf13db93f9578e2a,tools ads,0
03083af74bd15adfcf13db93f9578e2a,tools social count,0
03083af74bd15adfcf13db93f9578e2a,tools social,0
03083af74bd15adfcf13db93f9578e2a,tools content count,0
03083af74bd15adfcf13db93f9578e2a,tools content,0
03083af74bd15adfcf13db93f9578e2a,tools caching count,0
03083af74bd15adfcf13db93f9578e2a,tools caching,0
03083af74bd15adfcf13db93f9578e2a,tools seo count,0
03083af74bd15adfcf13db93f9578e2a,tools seo,0
03083af74bd15adfcf13db93f9578e2a,tools analytics count,0
03083af74bd15adfcf13db93f9578e2a,tools analytics,0
03083af74bd15adfcf13db93f9578e2a,check external links,105
03083af74bd15adfcf13db93f9578e2a,check internal links,239
03083af74bd15adfcf13db93f9578e2a,check title,1
03083af74bd15adfcf13db93f9578e2a,check description,1
03083af74bd15adfcf13db93f9578e2a,check viewport,1
03083af74bd15adfcf13db93f9578e2a,check title_h1_match,1
03083af74bd15adfcf13db93f9578e2a,check kw_density,6.609
03083af74bd15adfcf13db93f9578e2a,check word_count,348
03083af74bd15adfcf13db93f9578e2a,check kw_count,23
03083af74bd15adfcf13db93f9578e2a,check kw_in_url,1
03083af74bd15adfcf13db93f9578e2a,check kw_in_description-og-name,0
03083af74bd15adfcf13db93f9578e2a,check kw_in_description-og-property,1
03083af74bd15adfcf13db93f9578e2a,check kw_in_href,88
03083af74bd15adfcf13db93f9578e2a,check kw_in_link-text,4
03083af74bd15adfcf13db93f9578e2a,check kw_in_source,192
03083af74bd15adfcf13db93f9578e2a,check kw_in_meta-og,1
03083af74bd15adfcf13db93f9578e2a,check kw_in_meta-description,1
03083af74bd15adfcf13db93f9578e2a,check kw_in_meta-properties,0
03083af74bd15adfcf13db93f9578e2a,check kw_in_meta-content,47
03083af74bd15adfcf13db93f9578e2a,check kw_in_title-meta,0
03083af74bd15adfcf13db93f9578e2a,check kw_in_title-og,0
03083af74bd15adfcf13db93f9578e2a,check kw_in_title,1
03083af74bd15adfcf13db93f9578e2a,check canonical,1
04737b3e8f3697f11b16bbef6133ecfb,check url_length,27
04737b3e8f3697f11b16bbef6133ecfb,robots_txt,1
04737b3e8f3697f11b16bbef6133ecfb,source top,0
04737b3e8f3697f11b16bbef6133ecfb,source shop,0
04737b3e8f3697f11b16bbef6133ecfb,source search engine,0
04737b3e8f3697f11b16bbef6133ecfb,source not optimized,0
04737b3e8f3697f11b16bbef6133ecfb,source news,0
04737b3e8f3697f11b16bbef6133ecfb,source known,0
04737b3e8f3697f11b16bbef6133ecfb,source company,0
04737b3e8f3697f11b16bbef6133ecfb,source ads,0
04737b3e8f3697f11b16bbef6133ecfb,check h1,0
04737b3e8f3697f11b16bbef6133ecfb,check nofollow,4
04737b3e8f3697f11b16bbef6133ecfb,check wordpress,0
04737b3e8f3697f11b16bbef6133ecfb,check sitemap,1
04737b3e8f3697f11b16bbef6133ecfb,check og,1
04737b3e8f3697f11b16bbef6133ecfb,micros counter,0
04737b3e8f3697f11b16bbef6133ecfb,micros,0
04737b3e8f3697f11b16bbef6133ecfb,check https,1
04737b3e8f3697f11b16bbef6133ecfb,tools ads count,0
04737b3e8f3697f11b16bbef6133ecfb,tools ads,0
04737b3e8f3697f11b16bbef6133ecfb,tools social count,0
04737b3e8f3697f11b16bbef6133ecfb,tools social,0
04737b3e8f3697f11b16bbef6133ecfb,tools content count,0
04737b3e8f3697f11b16bbef6133ecfb,tools content,0
04737b3e8f3697f11b16bbef6133ecfb,tools caching count,0
04737b3e8f3697f11b16bbef6133ecfb,tools caching,0
04737b3e8f3697f11b16bbef6133ecfb,tools seo count,0
04737b3e8f3697f11b16bbef6133ecfb,tools seo,0
04737b3e8f3697f11b16bbef6133ecfb,tools analytics count,0
04737b3e8f3697f11b16bbef6133ecfb,tools analytics,0
04737b3e8f3697f11b16bbef6133ecfb,check external links,35
04737b3e8f3697f11b16bbef6133ecfb,check internal links,433
04737b3e8f3697f11b16bbef6133ecfb,check title,1
04737b3e8f3697f11b16bbef6133ecfb,check description,1
04737b3e8f3697f11b16bbef6133ecfb,check viewport,1
04737b3e8f3697f11b16bbef6133ecfb,check title_h1_match,0
04737b3e8f3697f11b16bbef6133ecfb,check title_h1_identical,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_density,3.183
04737b3e8f3697f11b16bbef6133ecfb,check word_count,377
04737b3e8f3697f11b16bbef6133ecfb,check kw_count,12
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_url,1
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_description-og-name,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_description-og-property,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_href,17
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_link-text,2
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_source,12
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_meta-og,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_meta-description,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_meta-properties,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_meta-content,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_title-meta,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_title-og,0
04737b3e8f3697f11b16bbef6133ecfb,check kw_in_title,1
04737b3e8f3697f11b16bbef6133ecfb,check canonical,1
04d5b6f7e01060ecb69e72dc3a638b06,check title_h1_identical,0
04d5b6f7e01060ecb69e72dc3a638b06,check url_length,123
04d5b6f7e01060ecb69e72dc3a638b06,robots_txt,1
04d5b6f7e01060ecb69e72dc3a638b06,source top,1
04d5b6f7e01060ecb69e72dc3a638b06,source shop,0
04d5b6f7e01060ecb69e72dc3a638b06,source search engine,0
04d5b6f7e01060ecb69e72dc3a638b06,source not optimized,0
04d5b6f7e01060ecb69e72dc3a638b06,source news,1
04d5b6f7e01060ecb69e72dc3a638b06,source known,0
04d5b6f7e01060ecb69e72dc3a638b06,source company,0
04d5b6f7e01060ecb69e72dc3a638b06,source ads,0
04d5b6f7e01060ecb69e72dc3a638b06,check h1,1
04d5b6f7e01060ecb69e72dc3a638b06,check nofollow,0
04d5b6f7e01060ecb69e72dc3a638b06,check wordpress,0
04d5b6f7e01060ecb69e72dc3a638b06,check sitemap,0
04d5b6f7e01060ecb69e72dc3a638b06,check og,1
04d5b6f7e01060ecb69e72dc3a638b06,micros counter,0
04d5b6f7e01060ecb69e72dc3a638b06,micros,0
04d5b6f7e01060ecb69e72dc3a638b06,check https,1
04d5b6f7e01060ecb69e72dc3a638b06,tools ads count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools ads,0
04d5b6f7e01060ecb69e72dc3a638b06,tools social count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools social,0
04d5b6f7e01060ecb69e72dc3a638b06,tools content count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools content,0
04d5b6f7e01060ecb69e72dc3a638b06,tools caching count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools caching,0
04d5b6f7e01060ecb69e72dc3a638b06,tools seo count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools seo,0
04d5b6f7e01060ecb69e72dc3a638b06,tools analytics count,0
04d5b6f7e01060ecb69e72dc3a638b06,tools analytics,0
04d5b6f7e01060ecb69e72dc3a638b06,check external links,35
04d5b6f7e01060ecb69e72dc3a638b06,check internal links,80
04d5b6f7e01060ecb69e72dc3a638b06,check title,1
04d5b6f7e01060ecb69e72dc3a638b06,check description,1
04d5b6f7e01060ecb69e72dc3a638b06,check viewport,1
04d5b6f7e01060ecb69e72dc3a638b06,check title_h1_match,1
04d5b6f7e01060ecb69e72dc3a638b06,check kw_density,8.333
04d5b6f7e01060ecb69e72dc3a638b06,check word_count,72
04d5b6f7e01060ecb69e72dc3a638b06,check kw_count,6
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_url,1
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_description-og-name,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_description-og-property,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_href,12
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_link-text,1
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_source,6
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_meta-og,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_meta-description,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_meta-properties,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_meta-content,2
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_title-meta,0
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_title-og,1
04d5b6f7e01060ecb69e72dc3a638b06,check kw_in_title,1
04d5b6f7e01060ecb69e72dc3a638b06,check canonical,1
054a899464515bee15bc2346bbbac5e1,check title_h1_identical,0
054a899464515bee15bc2346bbbac5e1,check url_length,17
054a899464515bee15bc2346bbbac5e1,robots_txt,0
054a899464515bee15bc2346bbbac5e1,source top,0
054a899464515bee15bc2346bbbac5e1,source shop,0
054a899464515bee15bc2346bbbac5e1,source search engine,0
054a899464515bee15bc2346bbbac5e1,source not optimized,0
054a899464515bee15bc2346bbbac5e1,source news,0
054a899464515bee15bc2346bbbac5e1,source known,0
054a899464515bee15bc2346bbbac5e1,source company,0
054a899464515bee15bc2346bbbac5e1,source ads,0
054a899464515bee15bc2346bbbac5e1,check h1,1
054a899464515bee15bc2346bbbac5e1,check nofollow,0
054a899464515bee15bc2346bbbac5e1,check wordpress,1
054a899464515bee15bc2346bbbac5e1,check sitemap,0
054a899464515bee15bc2346bbbac5e1,check og,0
054a899464515bee15bc2346bbbac5e1,micros counter,0
054a899464515bee15bc2346bbbac5e1,micros,0
054a899464515bee15bc2346bbbac5e1,check https,1
054a899464515bee15bc2346bbbac5e1,tools ads count,0
054a899464515bee15bc2346bbbac5e1,tools ads,0
054a899464515bee15bc2346bbbac5e1,tools social count,0
054a899464515bee15bc2346bbbac5e1,tools social,0
054a899464515bee15bc2346bbbac5e1,tools content count,0
054a899464515bee15bc2346bbbac5e1,tools content,0
054a899464515bee15bc2346bbbac5e1,tools caching count,0
054a899464515bee15bc2346bbbac5e1,tools caching,0
054a899464515bee15bc2346bbbac5e1,tools seo count,0
054a899464515bee15bc2346bbbac5e1,tools seo,0
054a899464515bee15bc2346bbbac5e1,tools analytics count,0
054a899464515bee15bc2346bbbac5e1,tools analytics,0
054a899464515bee15bc2346bbbac5e1,check external links,9
054a899464515bee15bc2346bbbac5e1,check internal links,82
054a899464515bee15bc2346bbbac5e1,check title,1
054a899464515bee15bc2346bbbac5e1,check description,0
054a899464515bee15bc2346bbbac5e1,check viewport,0
054a899464515bee15bc2346bbbac5e1,check title_h1_match,2
054a899464515bee15bc2346bbbac5e1,check kw_density,2.564
054a899464515bee15bc2346bbbac5e1,check word_count,39
054a899464515bee15bc2346bbbac5e1,check kw_count,1
054a899464515bee15bc2346bbbac5e1,check kw_in_url,0
054a899464515bee15bc2346bbbac5e1,check kw_in_description-og-name,0
054a899464515bee15bc2346bbbac5e1,check kw_in_description-og-property,0
054a899464515bee15bc2346bbbac5e1,check kw_in_href,0
054a899464515bee15bc2346bbbac5e1,check kw_in_link-text,1
054a899464515bee15bc2346bbbac5e1,check kw_in_source,3
054a899464515bee15bc2346bbbac5e1,check kw_in_meta-og,0
054a899464515bee15bc2346bbbac5e1,check kw_in_meta-description,0
054a899464515bee15bc2346bbbac5e1,check kw_in_meta-properties,0
054a899464515bee15bc2346bbbac5e1,check kw_in_meta-content,0
054a899464515bee15bc2346bbbac5e1,check kw_in_title-meta,0
054a899464515bee15bc2346bbbac5e1,check kw_in_title-og,0
054a899464515bee15bc2346bbbac5e1,check kw_in_title,0
054a899464515bee15bc2346bbbac5e1,check canonical,0
0568be6a5a0eacae8e1dd2dc3db387bf,check url_length,114
0568be6a5a0eacae8e1dd2dc3db387bf,robots_txt,1
0568be6a5a0eacae8e1dd2dc3db387bf,source top,1
0568be6a5a0eacae8e1dd2dc3db387bf,source shop,0
0568be6a5a0eacae8e1dd2dc3db387bf,source search engine,0
0568be6a5a0eacae8e1dd2dc3db387bf,source not optimized,0
0568be6a5a0eacae8e1dd2dc3db387bf,source news,1
0568be6a5a0eacae8e1dd2dc3db387bf,source known,1
0568be6a5a0eacae8e1dd2dc3db387bf,source company,0
0568be6a5a0eacae8e1dd2dc3db387bf,source ads,0
0568be6a5a0eacae8e1dd2dc3db387bf,check h1,1
0568be6a5a0eacae8e1dd2dc3db387bf,check nofollow,10
0568be6a5a0eacae8e1dd2dc3db387bf,check wordpress,0
0568be6a5a0eacae8e1dd2dc3db387bf,check sitemap,0
0568be6a5a0eacae8e1dd2dc3db387bf,check og,1
0568be6a5a0eacae8e1dd2dc3db387bf,micros counter,0
0568be6a5a0eacae8e1dd2dc3db387bf,micros,0
0568be6a5a0eacae8e1dd2dc3db387bf,check https,1
0568be6a5a0eacae8e1dd2dc3db387bf,tools ads count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools ads,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools social count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools social,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools content count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools content,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools caching count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools caching,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools seo count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools seo,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools analytics count,0
0568be6a5a0eacae8e1dd2dc3db387bf,tools analytics,0
0568be6a5a0eacae8e1dd2dc3db387bf,check external links,15
0568be6a5a0eacae8e1dd2dc3db387bf,check internal links,99
0568be6a5a0eacae8e1dd2dc3db387bf,check title,1
0568be6a5a0eacae8e1dd2dc3db387bf,check description,1
0568be6a5a0eacae8e1dd2dc3db387bf,check viewport,1
0568be6a5a0eacae8e1dd2dc3db387bf,check title_h1_match,0
0568be6a5a0eacae8e1dd2dc3db387bf,check title_h1_identical,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_density,0.862
0568be6a5a0eacae8e1dd2dc3db387bf,check word_count,116
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_count,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_url,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_description-og-name,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_description-og-property,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_href,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_link-text,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_source,10
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_meta-og,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_meta-description,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_meta-properties,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_meta-content,4
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_title-meta,0
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_title-og,1
0568be6a5a0eacae8e1dd2dc3db387bf,check kw_in_title,1
0568be6a5a0eacae8e1dd2dc3db387bf,check canonical,1
060ec4fda36fc1957fb2bea43f75d584,check title_h1_identical,0
060ec4fda36fc1957fb2bea43f75d584,check url_length,48
060ec4fda36fc1957fb2bea43f75d584,robots_txt,1
060ec4fda36fc1957fb2bea43f75d584,source top,0
060ec4fda36fc1957fb2bea43f75d584,source shop,0
060ec4fda36fc1957fb2bea43f75d584,source search engine,0
060ec4fda36fc1957fb2bea43f75d584,source not optimized,0
060ec4fda36fc1957fb2bea43f75d584,source news,0
060ec4fda36fc1957fb2bea43f75d584,source known,0
060ec4fda36fc1957fb2bea43f75d584,source company,0
060ec4fda36fc1957fb2bea43f75d584,source ads,0
060ec4fda36fc1957fb2bea43f75d584,check h1,1
060ec4fda36fc1957fb2bea43f75d584,check nofollow,0
060ec4fda36fc1957fb2bea43f75d584,check wordpress,0
060ec4fda36fc1957fb2bea43f75d584,check sitemap,0
060ec4fda36fc1957fb2bea43f75d584,check og,1
060ec4fda36fc1957fb2bea43f75d584,micros counter,0
060ec4fda36fc1957fb2bea43f75d584,micros,0
060ec4fda36fc1957fb2bea43f75d584,check https,1
060ec4fda36fc1957fb2bea43f75d584,tools ads count,0
060ec4fda36fc1957fb2bea43f75d584,tools ads,0
060ec4fda36fc1957fb2bea43f75d584,tools social count,0
060ec4fda36fc1957fb2bea43f75d584,tools social,0
060ec4fda36fc1957fb2bea43f75d584,tools content count,0
060ec4fda36fc1957fb2bea43f75d584,tools content,0
060ec4fda36fc1957fb2bea43f75d584,tools caching count,0
060ec4fda36fc1957fb2bea43f75d584,tools caching,0
060ec4fda36fc1957fb2bea43f75d584,tools seo count,0
060ec4fda36fc1957fb2bea43f75d584,tools seo,0
060ec4fda36fc1957fb2bea43f75d584,tools analytics count,0
060ec4fda36fc1957fb2bea43f75d584,tools analytics,0
060ec4fda36fc1957fb2bea43f75d584,check external links,33
060ec4fda36fc1957fb2bea43f75d584,check internal links,269
060ec4fda36fc1957fb2bea43f75d584,check title,1
060ec4fda36fc1957fb2bea43f75d584,check description,1
060ec4fda36fc1957fb2bea43f75d584,check viewport,1
060ec4fda36fc1957fb2bea43f75d584,check title_h1_match,14
060ec4fda36fc1957fb2bea43f75d584,check kw_density,13.12
060ec4fda36fc1957fb2bea43f75d584,check word_count,282
060ec4fda36fc1957fb2bea43f75d584,check kw_count,37
060ec4fda36fc1957fb2bea43f75d584,check kw_in_url,1
060ec4fda36fc1957fb2bea43f75d584,check kw_in_description-og-name,0
060ec4fda36fc1957fb2bea43f75d584,check kw_in_description-og-property,1
060ec4fda36fc1957fb2bea43f75d584,check kw_in_href,55
060ec4fda36fc1957fb2bea43f75d584,check kw_in_link-text,17
060ec4fda36fc1957fb2bea43f75d584,check kw_in_source,32
060ec4fda36fc1957fb2bea43f75d584,check kw_in_meta-og,1
